item_cd,store_cd,日付,chanel_gp,販売数
4988617257443,861,2018-06-17,Yahoo!,1.0
4988617257443,861,2018-06-17,その他,0.0
4988617257443,861,2018-06-17,楽天,31.0
4988617257443,861,2018-06-17,自社EC,3.0
4988617257443,861,2018-06-18,Amazon,0.0
4988617257443,861,2018-06-18,Yahoo!,4.0
4988617257443,861,2018-06-18,その他,0.0
4988617257443,861,2018-06-18,楽天,20.0
4988617257443,861,2018-06-18,自社EC,4.0
4988617257443,861,2018-06-19,Amazon,1.0
4988617257443,861,2018-06-19,Yahoo!,6.0
4988617257443,861,2018-06-19,その他,2.0
4988617257443,861,2018-06-19,楽天,8.0
4988617257443,861,2018-06-19,自社EC,1.0
4988617257443,861,2018-06-20,Amazon,0.0
4988617257443,861,2018-06-20,Yahoo!,4.0
4988617257443,861,2018-06-20,その他,0.0
4988617257443,861,2018-06-20,楽天,5.0
4988617257443,861,2018-06-20,自社EC,2.0
4988617257443,861,2018-06-21,Amazon,1.0
4988617257443,861,2018-06-21,Yahoo!,3.0
4988617257443,861,2018-06-21,その他,3.0
4988617257443,861,2018-06-21,楽天,1.0
4988617257443,861,2018-06-21,自社EC,2.0
4988617257443,861,2018-06-22,Amazon,0.0
4988617257443,861,2018-06-22,Yahoo!,1.0
4988617257443,861,2018-06-22,その他,0.0
4988617257443,861,2018-06-22,楽天,2.0
4988617257443,861,2018-06-22,自社EC,4.0
4988617257443,861,2018-06-23,Amazon,0.0
4988617257443,861,2018-06-23,Yahoo!,-1.0
4988617257443,861,2018-06-23,その他,0.0
4988617257443,861,2018-06-23,楽天,1.0
4988617257443,861,2018-06-23,自社EC,3.0
4988617257443,861,2018-06-24,Amazon,0.0
4988617257443,861,2018-06-24,Yahoo!,0.0
4988617257443,861,2018-06-24,その他,0.0
4988617257443,861,2018-06-24,楽天,0.0
4988617257443,861,2018-06-24,自社EC,0.0
4988617257443,861,2018-06-25,Amazon,0.0
4988617257443,861,2018-06-25,Yahoo!,1.0
4988617257443,861,2018-06-25,その他,0.0
4988617257443,861,2018-06-25,楽天,0.0
4988617257443,861,2018-06-25,自社EC,5.0
4988617257443,861,2018-06-26,Amazon,0.0
4988617257443,861,2018-06-26,Yahoo!,0.0
4988617257443,861,2018-06-26,その他,0.0
4988617257443,861,2018-06-26,楽天,-1.0
4988617257443,861,2018-06-26,自社EC,2.0
4988617257443,861,2018-06-27,Amazon,0.0
4988617257443,861,2018-06-27,Yahoo!,-2.0
4988617257443,861,2018-06-27,その他,0.0
4988617257443,861,2018-06-27,楽天,2.0
4988617257443,861,2018-06-27,自社EC,2.0
4988617257443,861,2018-06-28,Amazon,0.0
4988617257443,861,2018-06-28,Yahoo!,-2.0
4988617257443,861,2018-06-28,その他,2.0
4988617257443,861,2018-06-28,楽天,5.0
4988617257443,861,2018-06-28,自社EC,2.0
4988617257443,861,2018-06-29,Amazon,0.0
4988617257443,861,2018-06-29,Yahoo!,0.0
4988617257443,861,2018-06-29,その他,0.0
4988617257443,861,2018-06-29,楽天,2.0
4988617257443,861,2018-06-29,自社EC,3.0
4988617257443,861,2018-06-30,Amazon,0.0
4988617257443,861,2018-06-30,Yahoo!,0.0
4988617257443,861,2018-06-30,その他,0.0
4988617257443,861,2018-06-30,楽天,6.0
4988617257443,861,2018-06-30,自社EC,0.0
5033588038801,861,2018-04-01,Amazon,0.0
5033588038801,861,2018-04-01,Yahoo!,1.0
5033588038801,861,2018-04-01,その他,0.0
5033588038801,861,2018-04-01,楽天,1.0
5033588038801,861,2018-04-01,自社EC,0.0
5033588038801,861,2018-04-02,Amazon,0.0
5033588038801,861,2018-04-02,Yahoo!,0.0
5033588038801,861,2018-04-02,その他,0.0
5033588038801,861,2018-04-02,楽天,5.0
5033588038801,861,2018-04-02,自社EC,0.0
5033588038801,861,2018-04-03,Amazon,0.0
5033588038801,861,2018-04-03,Yahoo!,0.0
5033588038801,861,2018-04-03,その他,0.0
5033588038801,861,2018-04-03,楽天,4.0
5033588038801,861,2018-04-03,自社EC,0.0
5033588038801,861,2018-04-04,Amazon,0.0
5033588038801,861,2018-04-04,Yahoo!,0.0
5033588038801,861,2018-04-04,その他,0.0
5033588038801,861,2018-04-04,楽天,2.0
5033588038801,861,2018-04-04,自社EC,0.0
5033588038801,861,2018-04-05,Amazon,0.0
5033588038801,861,2018-04-05,Yahoo!,3.0
5033588038801,861,2018-04-05,その他,0.0
5033588038801,861,2018-04-05,楽天,1.0
5033588038801,861,2018-04-05,自社EC,0.0
5033588038801,861,2018-04-06,Amazon,0.0
5033588038801,861,2018-04-06,Yahoo!,3.0
5033588038801,861,2018-04-06,その他,0.0
5033588038801,861,2018-04-06,楽天,1.0
5033588038801,861,2018-04-06,自社EC,0.0
5033588038801,861,2018-04-07,Amazon,0.0
5033588038801,861,2018-04-07,Yahoo!,1.0
5033588038801,861,2018-04-07,その他,0.0
5033588038801,861,2018-04-07,楽天,2.0
5033588038801,861,2018-04-07,自社EC,0.0
5033588038801,861,2018-04-08,Amazon,0.0
5033588038801,861,2018-04-08,Yahoo!,0.0
5033588038801,861,2018-04-08,その他,0.0
5033588038801,861,2018-04-08,楽天,2.0
5033588038801,861,2018-04-08,自社EC,0.0
5033588038801,861,2018-04-09,Amazon,0.0
5033588038801,861,2018-04-09,Yahoo!,2.0
5033588038801,861,2018-04-09,その他,0.0
5033588038801,861,2018-04-09,楽天,0.0
5033588038801,861,2018-04-09,自社EC,1.0
5033588038801,861,2018-04-10,Amazon,0.0
5033588038801,861,2018-04-10,Yahoo!,0.0
5033588038801,861,2018-04-10,その他,0.0
5033588038801,861,2018-04-10,楽天,2.0
5033588038801,861,2018-04-10,自社EC,1.0
5033588038801,861,2018-04-11,Amazon,0.0
5033588038801,861,2018-04-11,Yahoo!,0.0
5033588038801,861,2018-04-11,その他,0.0
5033588038801,861,2018-04-11,楽天,2.0
5033588038801,861,2018-04-11,自社EC,0.0
5033588038801,861,2018-04-12,Amazon,0.0
5033588038801,861,2018-04-12,Yahoo!,4.0
5033588038801,861,2018-04-12,その他,0.0
5033588038801,861,2018-04-12,楽天,1.0
5033588038801,861,2018-04-12,自社EC,0.0
5033588038801,861,2018-04-13,Amazon,0.0
5033588038801,861,2018-04-13,Yahoo!,0.0
5033588038801,861,2018-04-13,その他,0.0
5033588038801,861,2018-04-13,楽天,2.0
5033588038801,861,2018-04-13,自社EC,0.0
5033588038801,861,2018-04-14,Amazon,0.0
5033588038801,861,2018-04-14,Yahoo!,1.0
5033588038801,861,2018-04-14,その他,0.0
5033588038801,861,2018-04-14,楽天,3.0
5033588038801,861,2018-04-14,自社EC,0.0
5033588038801,861,2018-04-15,Amazon,0.0
5033588038801,861,2018-04-15,Yahoo!,5.0
5033588038801,861,2018-04-15,その他,0.0
5033588038801,861,2018-04-15,楽天,4.0
5033588038801,861,2018-04-15,自社EC,0.0
5033588038801,861,2018-04-16,Amazon,0.0
5033588038801,861,2018-04-16,Yahoo!,0.0
5033588038801,861,2018-04-16,その他,0.0
5033588038801,861,2018-04-16,楽天,6.0
5033588038801,861,2018-04-16,自社EC,1.0
5033588038801,861,2018-04-17,Amazon,0.0
5033588038801,861,2018-04-17,Yahoo!,0.0
5033588038801,861,2018-04-17,その他,3.0
5033588038801,861,2018-04-17,楽天,1.0
5033588038801,861,2018-04-17,自社EC,0.0
5033588038801,861,2018-04-18,Amazon,0.0
5033588038801,861,2018-04-18,Yahoo!,1.0
5033588038801,861,2018-04-18,その他,0.0
5033588038801,861,2018-04-18,楽天,1.0
5033588038801,861,2018-04-18,自社EC,0.0
5033588038801,861,2018-04-19,Amazon,0.0
5033588038801,861,2018-04-19,Yahoo!,2.0
5033588038801,861,2018-04-19,その他,0.0
5033588038801,861,2018-04-19,楽天,3.0
5033588038801,861,2018-04-19,自社EC,0.0
5033588038801,861,2018-04-20,Amazon,0.0
5033588038801,861,2018-04-20,Yahoo!,1.0
5033588038801,861,2018-04-20,その他,0.0
5033588038801,861,2018-04-20,楽天,0.0
5033588038801,861,2018-04-20,自社EC,0.0
5033588038801,861,2018-04-21,Amazon,0.0
5033588038801,861,2018-04-21,Yahoo!,0.0
5033588038801,861,2018-04-21,その他,0.0
5033588038801,861,2018-04-21,楽天,2.0
5033588038801,861,2018-04-21,自社EC,0.0
5033588038801,861,2018-04-22,Amazon,0.0
5033588038801,861,2018-04-22,Yahoo!,0.0
5033588038801,861,2018-04-22,その他,0.0
5033588038801,861,2018-04-22,楽天,1.0
5033588038801,861,2018-04-22,自社EC,0.0
5033588038801,861,2018-04-23,Amazon,0.0
5033588038801,861,2018-04-23,Yahoo!,0.0
5033588038801,861,2018-04-23,その他,0.0
5033588038801,861,2018-04-23,楽天,1.0
5033588038801,861,2018-04-23,自社EC,0.0
5033588038801,861,2018-04-24,Amazon,0.0
5033588038801,861,2018-04-24,Yahoo!,1.0
5033588038801,861,2018-04-24,その他,0.0
5033588038801,861,2018-04-24,楽天,3.0
5033588038801,861,2018-04-24,自社EC,0.0
5033588038801,861,2018-04-25,Amazon,0.0
5033588038801,861,2018-04-25,Yahoo!,1.0
5033588038801,861,2018-04-25,その他,0.0
5033588038801,861,2018-04-25,楽天,1.0
5033588038801,861,2018-04-25,自社EC,0.0
5033588038801,861,2018-04-26,Amazon,0.0
5033588038801,861,2018-04-26,Yahoo!,0.0
5033588038801,861,2018-04-26,その他,0.0
5033588038801,861,2018-04-26,楽天,0.0
5033588038801,861,2018-04-26,自社EC,0.0
5033588038801,861,2018-04-27,Amazon,0.0
5033588038801,861,2018-04-27,Yahoo!,1.0
5033588038801,861,2018-04-27,その他,0.0
5033588038801,861,2018-04-27,楽天,1.0
5033588038801,861,2018-04-27,自社EC,0.0
5033588038801,861,2018-04-28,Amazon,0.0
5033588038801,861,2018-04-28,Yahoo!,2.0
5033588038801,861,2018-04-28,その他,0.0
5033588038801,861,2018-04-28,楽天,3.0
5033588038801,861,2018-04-28,自社EC,1.0
5033588038801,861,2018-04-29,Amazon,0.0
5033588038801,861,2018-04-29,Yahoo!,0.0
5033588038801,861,2018-04-29,その他,0.0
5033588038801,861,2018-04-29,楽天,0.0
5033588038801,861,2018-04-29,自社EC,2.0
5033588038801,861,2018-04-30,Amazon,0.0
5033588038801,861,2018-04-30,Yahoo!,0.0
5033588038801,861,2018-04-30,その他,0.0
5033588038801,861,2018-04-30,楽天,1.0
5033588038801,861,2018-04-30,自社EC,0.0
5033588038801,861,2018-05-01,Amazon,0.0
5033588038801,861,2018-05-01,Yahoo!,2.0
5033588038801,861,2018-05-01,その他,0.0
5033588038801,861,2018-05-01,楽天,1.0
5033588038801,861,2018-05-01,自社EC,1.0
5033588038801,861,2018-05-02,Amazon,0.0
5033588038801,861,2018-05-02,Yahoo!,0.0
5033588038801,861,2018-05-02,その他,0.0
5033588038801,861,2018-05-02,楽天,1.0
5033588038801,861,2018-05-02,自社EC,5.0
5033588038801,861,2018-05-03,Amazon,0.0
5033588038801,861,2018-05-03,Yahoo!,0.0
5033588038801,861,2018-05-03,その他,0.0
5033588038801,861,2018-05-03,楽天,2.0
5033588038801,861,2018-05-03,自社EC,5.0
5033588038801,861,2018-05-04,Amazon,0.0
5033588038801,861,2018-05-04,Yahoo!,0.0
5033588038801,861,2018-05-04,その他,0.0
5033588038801,861,2018-05-04,楽天,2.0
5033588038801,861,2018-05-04,自社EC,0.0
5033588038801,861,2018-05-05,Amazon,0.0
5033588038801,861,2018-05-05,Yahoo!,0.0
5033588038801,861,2018-05-05,その他,0.0
5033588038801,861,2018-05-05,楽天,0.0
5033588038801,861,2018-05-05,自社EC,0.0
5033588038801,861,2018-05-06,Amazon,0.0
5033588038801,861,2018-05-06,Yahoo!,1.0
5033588038801,861,2018-05-06,その他,0.0
5033588038801,861,2018-05-06,楽天,0.0
5033588038801,861,2018-05-06,自社EC,0.0
5033588038801,861,2018-05-07,Amazon,1.0
5033588038801,861,2018-05-07,Yahoo!,1.0
5033588038801,861,2018-05-07,その他,0.0
5033588038801,861,2018-05-07,楽天,2.0
5033588038801,861,2018-05-07,自社EC,1.0
5033588038801,861,2018-05-08,Amazon,0.0
5033588038801,861,2018-05-08,Yahoo!,0.0
5033588038801,861,2018-05-08,その他,0.0
5033588038801,861,2018-05-08,楽天,1.0
5033588038801,861,2018-05-08,自社EC,1.0
5033588038801,861,2018-05-09,Amazon,0.0
5033588038801,861,2018-05-09,Yahoo!,1.0
5033588038801,861,2018-05-09,その他,0.0
5033588038801,861,2018-05-09,楽天,2.0
5033588038801,861,2018-05-09,自社EC,2.0
5033588038801,861,2018-05-10,Amazon,0.0
5033588038801,861,2018-05-10,Yahoo!,0.0
5033588038801,861,2018-05-10,その他,0.0
5033588038801,861,2018-05-10,楽天,0.0
5033588038801,861,2018-05-10,自社EC,2.0
5033588038801,861,2018-05-11,Amazon,0.0
5033588038801,861,2018-05-11,Yahoo!,0.0
5033588038801,861,2018-05-11,その他,0.0
5033588038801,861,2018-05-11,楽天,1.0
5033588038801,861,2018-05-11,自社EC,0.0
5033588038801,861,2018-05-12,Amazon,0.0
5033588038801,861,2018-05-12,Yahoo!,1.0
5033588038801,861,2018-05-12,その他,0.0
5033588038801,861,2018-05-12,楽天,1.0
5033588038801,861,2018-05-12,自社EC,0.0
5033588038801,861,2018-05-13,Amazon,0.0
5033588038801,861,2018-05-13,Yahoo!,0.0
5033588038801,861,2018-05-13,その他,0.0
5033588038801,861,2018-05-13,楽天,6.0
5033588038801,861,2018-05-13,自社EC,0.0
5033588038801,861,2018-05-14,Amazon,0.0
5033588038801,861,2018-05-14,Yahoo!,0.0
5033588038801,861,2018-05-14,その他,0.0
5033588038801,861,2018-05-14,楽天,5.0
5033588038801,861,2018-05-14,自社EC,0.0
5033588038801,861,2018-05-15,Amazon,0.0
5033588038801,861,2018-05-15,Yahoo!,4.0
5033588038801,861,2018-05-15,その他,0.0
5033588038801,861,2018-05-15,楽天,6.0
5033588038801,861,2018-05-15,自社EC,0.0
5033588038801,861,2018-05-16,Amazon,0.0
5033588038801,861,2018-05-16,Yahoo!,1.0
5033588038801,861,2018-05-16,その他,0.0
5033588038801,861,2018-05-16,楽天,4.0
5033588038801,861,2018-05-16,自社EC,0.0
5033588038801,861,2018-05-17,Amazon,0.0
5033588038801,861,2018-05-17,Yahoo!,1.0
5033588038801,861,2018-05-17,その他,0.0
5033588038801,861,2018-05-17,楽天,6.0
5033588038801,861,2018-05-17,自社EC,1.0
5033588038801,861,2018-05-18,Amazon,0.0
5033588038801,861,2018-05-18,Yahoo!,3.0
5033588038801,861,2018-05-18,その他,0.0
5033588038801,861,2018-05-18,楽天,3.0
5033588038801,861,2018-05-18,自社EC,0.0
5033588038801,861,2018-05-19,Amazon,0.0
5033588038801,861,2018-05-19,Yahoo!,0.0
5033588038801,861,2018-05-19,その他,0.0
5033588038801,861,2018-05-19,楽天,0.0
5033588038801,861,2018-05-19,自社EC,0.0
5033588038801,861,2018-05-20,Amazon,0.0
5033588038801,861,2018-05-20,Yahoo!,1.0
5033588038801,861,2018-05-20,その他,0.0
5033588038801,861,2018-05-20,楽天,0.0
5033588038801,861,2018-05-20,自社EC,0.0
5033588038801,861,2018-05-21,Amazon,0.0
5033588038801,861,2018-05-21,Yahoo!,2.0
5033588038801,861,2018-05-21,その他,0.0
5033588038801,861,2018-05-21,楽天,1.0
5033588038801,861,2018-05-21,自社EC,0.0
5033588038801,861,2018-05-22,Amazon,0.0
5033588038801,861,2018-05-22,Yahoo!,2.0
5033588038801,861,2018-05-22,その他,0.0
5033588038801,861,2018-05-22,楽天,3.0
5033588038801,861,2018-05-22,自社EC,0.0
5033588038801,861,2018-05-23,Amazon,0.0
5033588038801,861,2018-05-23,Yahoo!,0.0
5033588038801,861,2018-05-23,その他,0.0
5033588038801,861,2018-05-23,楽天,2.0
5033588038801,861,2018-05-23,自社EC,0.0
5033588038801,861,2018-05-24,Amazon,0.0
5033588038801,861,2018-05-24,Yahoo!,0.0
5033588038801,861,2018-05-24,その他,0.0
5033588038801,861,2018-05-24,楽天,2.0
5033588038801,861,2018-05-24,自社EC,0.0
5033588038801,861,2018-05-25,Amazon,0.0
5033588038801,861,2018-05-25,Yahoo!,3.0
5033588038801,861,2018-05-25,その他,0.0
5033588038801,861,2018-05-25,楽天,0.0
5033588038801,861,2018-05-25,自社EC,1.0
5033588038801,861,2018-05-26,Amazon,0.0
5033588038801,861,2018-05-26,Yahoo!,2.0
5033588038801,861,2018-05-26,その他,0.0
5033588038801,861,2018-05-26,楽天,1.0
5033588038801,861,2018-05-26,自社EC,0.0
5033588038801,861,2018-05-27,Amazon,0.0
5033588038801,861,2018-05-27,Yahoo!,0.0
5033588038801,861,2018-05-27,その他,0.0
5033588038801,861,2018-05-27,楽天,0.0
5033588038801,861,2018-05-27,自社EC,1.0
5033588038801,861,2018-05-28,Amazon,0.0
5033588038801,861,2018-05-28,Yahoo!,1.0
5033588038801,861,2018-05-28,その他,0.0
5033588038801,861,2018-05-28,楽天,2.0
5033588038801,861,2018-05-28,自社EC,0.0
5033588038801,861,2018-05-29,Amazon,0.0
5033588038801,861,2018-05-29,Yahoo!,0.0
5033588038801,861,2018-05-29,その他,0.0
5033588038801,861,2018-05-29,楽天,8.0
5033588038801,861,2018-05-29,自社EC,0.0
5033588038801,861,2018-05-30,Amazon,0.0
5033588038801,861,2018-05-30,Yahoo!,1.0
5033588038801,861,2018-05-30,その他,0.0
5033588038801,861,2018-05-30,楽天,6.0
5033588038801,861,2018-05-30,自社EC,0.0
5033588038801,861,2018-05-31,Amazon,0.0
5033588038801,861,2018-05-31,Yahoo!,2.0
5033588038801,861,2018-05-31,その他,0.0
5033588038801,861,2018-05-31,楽天,1.0
5033588038801,861,2018-05-31,自社EC,0.0
5033588038801,861,2018-06-01,Amazon,0.0
5033588038801,861,2018-06-01,Yahoo!,0.0
5033588038801,861,2018-06-01,その他,1.0
5033588038801,861,2018-06-01,楽天,5.0
5033588038801,861,2018-06-01,自社EC,0.0
5033588038801,861,2018-06-02,Amazon,0.0
5033588038801,861,2018-06-02,Yahoo!,0.0
5033588038801,861,2018-06-02,その他,0.0
5033588038801,861,2018-06-02,楽天,0.0
5033588038801,861,2018-06-02,自社EC,0.0
5033588038801,861,2018-06-03,Amazon,0.0
5033588038801,861,2018-06-03,Yahoo!,2.0
5033588038801,861,2018-06-03,その他,0.0
5033588038801,861,2018-06-03,楽天,1.0
5033588038801,861,2018-06-03,自社EC,0.0
5033588038801,861,2018-06-04,Amazon,0.0
5033588038801,861,2018-06-04,Yahoo!,1.0
5033588038801,861,2018-06-04,その他,0.0
5033588038801,861,2018-06-04,楽天,1.0
5033588038801,861,2018-06-04,自社EC,0.0
5033588038801,861,2018-06-05,Amazon,0.0
5033588038801,861,2018-06-05,Yahoo!,5.0
5033588038801,861,2018-06-05,その他,0.0
5033588038801,861,2018-06-05,楽天,4.0
5033588038801,861,2018-06-05,自社EC,2.0
5033588038801,861,2018-06-06,Amazon,0.0
5033588038801,861,2018-06-06,Yahoo!,5.0
5033588038801,861,2018-06-06,その他,0.0
5033588038801,861,2018-06-06,楽天,3.0
5033588038801,861,2018-06-06,自社EC,1.0
5033588038801,861,2018-06-07,Amazon,0.0
5033588038801,861,2018-06-07,Yahoo!,3.0
5033588038801,861,2018-06-07,その他,0.0
5033588038801,861,2018-06-07,楽天,1.0
5033588038801,861,2018-06-07,自社EC,1.0
5033588038801,861,2018-06-08,Amazon,0.0
5033588038801,861,2018-06-08,Yahoo!,0.0
5033588038801,861,2018-06-08,その他,0.0
5033588038801,861,2018-06-08,楽天,5.0
5033588038801,861,2018-06-08,自社EC,0.0
5033588038801,861,2018-06-09,Amazon,1.0
5033588038801,861,2018-06-09,Yahoo!,0.0
5033588038801,861,2018-06-09,その他,0.0
5033588038801,861,2018-06-09,楽天,1.0
5033588038801,861,2018-06-09,自社EC,0.0
5033588038801,861,2018-06-10,Amazon,0.0
5033588038801,861,2018-06-10,Yahoo!,1.0
5033588038801,861,2018-06-10,その他,0.0
5033588038801,861,2018-06-10,楽天,4.0
5033588038801,861,2018-06-10,自社EC,1.0
5033588038801,861,2018-06-11,Amazon,0.0
5033588038801,861,2018-06-11,Yahoo!,1.0
5033588038801,861,2018-06-11,その他,0.0
5033588038801,861,2018-06-11,楽天,2.0
5033588038801,861,2018-06-11,自社EC,1.0
5033588038801,861,2018-06-12,Amazon,0.0
5033588038801,861,2018-06-12,Yahoo!,1.0
5033588038801,861,2018-06-12,その他,0.0
5033588038801,861,2018-06-12,楽天,0.0
5033588038801,861,2018-06-12,自社EC,0.0
5033588038801,861,2018-06-13,Amazon,0.0
5033588038801,861,2018-06-13,Yahoo!,1.0
5033588038801,861,2018-06-13,その他,0.0
5033588038801,861,2018-06-13,楽天,1.0
5033588038801,861,2018-06-13,自社EC,0.0
5033588038801,861,2018-06-14,Amazon,0.0
5033588038801,861,2018-06-14,Yahoo!,0.0
5033588038801,861,2018-06-14,その他,0.0
5033588038801,861,2018-06-14,楽天,4.0
5033588038801,861,2018-06-14,自社EC,1.0
5033588038801,861,2018-06-15,Amazon,0.0
5033588038801,861,2018-06-15,Yahoo!,3.0
5033588038801,861,2018-06-15,その他,0.0
5033588038801,861,2018-06-15,楽天,5.0
5033588038801,861,2018-06-15,自社EC,0.0
5033588038801,861,2018-06-16,Amazon,0.0
5033588038801,861,2018-06-16,Yahoo!,0.0
5033588038801,861,2018-06-16,その他,0.0
5033588038801,861,2018-06-16,楽天,4.0
5033588038801,861,2018-06-16,自社EC,0.0
5033588038801,861,2018-06-17,Amazon,0.0
5033588038801,861,2018-06-17,Yahoo!,2.0
5033588038801,861,2018-06-17,その他,0.0
5033588038801,861,2018-06-17,楽天,3.0
5033588038801,861,2018-06-17,自社EC,0.0
5033588038801,861,2018-06-18,Amazon,0.0
5033588038801,861,2018-06-18,Yahoo!,0.0
5033588038801,861,2018-06-18,その他,0.0
5033588038801,861,2018-06-18,楽天,5.0
5033588038801,861,2018-06-18,自社EC,0.0
5033588038801,861,2018-06-19,Amazon,0.0
5033588038801,861,2018-06-19,Yahoo!,1.0
5033588038801,861,2018-06-19,その他,1.0
5033588038801,861,2018-06-19,楽天,2.0
5033588038801,861,2018-06-19,自社EC,0.0
5033588038801,861,2018-06-20,Amazon,0.0
5033588038801,861,2018-06-20,Yahoo!,0.0
5033588038801,861,2018-06-20,その他,0.0
5033588038801,861,2018-06-20,楽天,5.0
5033588038801,861,2018-06-20,自社EC,0.0
5033588038801,861,2018-06-21,Amazon,0.0
5033588038801,861,2018-06-21,Yahoo!,1.0
5033588038801,861,2018-06-21,その他,0.0
5033588038801,861,2018-06-21,楽天,6.0
5033588038801,861,2018-06-21,自社EC,0.0
5033588038801,861,2018-06-22,Amazon,0.0
5033588038801,861,2018-06-22,Yahoo!,1.0
5033588038801,861,2018-06-22,その他,0.0
5033588038801,861,2018-06-22,楽天,2.0
5033588038801,861,2018-06-22,自社EC,0.0
5033588038801,861,2018-06-23,Amazon,0.0
5033588038801,861,2018-06-23,Yahoo!,0.0
5033588038801,861,2018-06-23,その他,0.0
5033588038801,861,2018-06-23,楽天,1.0
5033588038801,861,2018-06-23,自社EC,0.0
5033588038801,861,2018-06-24,Amazon,0.0
5033588038801,861,2018-06-24,Yahoo!,0.0
5033588038801,861,2018-06-24,その他,0.0
5033588038801,861,2018-06-24,楽天,1.0
5033588038801,861,2018-06-24,自社EC,0.0
5033588038801,861,2018-06-25,Amazon,0.0
5033588038801,861,2018-06-25,Yahoo!,0.0
5033588038801,861,2018-06-25,その他,0.0
5033588038801,861,2018-06-25,楽天,7.0
5033588038801,861,2018-06-25,自社EC,1.0
5033588038801,861,2018-06-26,Amazon,1.0
5033588038801,861,2018-06-26,Yahoo!,3.0
5033588038801,861,2018-06-26,その他,0.0
5033588038801,861,2018-06-26,楽天,2.0
5033588038801,861,2018-06-26,自社EC,0.0
5033588038801,861,2018-06-27,Amazon,3.0
5033588038801,861,2018-06-27,Yahoo!,1.0
5033588038801,861,2018-06-27,その他,0.0
5033588038801,861,2018-06-27,楽天,2.0
5033588038801,861,2018-06-27,自社EC,0.0
5033588038801,861,2018-06-28,Amazon,0.0
5033588038801,861,2018-06-28,Yahoo!,2.0
5033588038801,861,2018-06-28,その他,0.0
5033588038801,861,2018-06-28,楽天,1.0
5033588038801,861,2018-06-28,自社EC,3.0
5033588038801,861,2018-06-29,Amazon,0.0
5033588038801,861,2018-06-29,Yahoo!,1.0
